apply_time_rl,climate_pressure,climate_temperature,cmc_0_0_0_2_grad,cmc_0_0_0_2_interpolated,cmc_0_0_0_2_next,cmc_0_0_6_2,cmc_0_0_7_2,cmc_0_6_1_0,cmc_available,cmc_horizon_h,cmc_precipitations,cmc_timedelta_s,fact_latitude,fact_longitude,fact_station_id,fact_temperature,fact_time,gfs_2m_dewpoint,gfs_a_vorticity,gfs_available,gfs_cloudness,gfs_clouds_sea,gfs_horizon_h,gfs_humidity,gfs_precipitable_water,gfs_precipitations,gfs_pressure,gfs_r_velocity,gfs_soil_temperature,gfs_soil_temperature_available,gfs_total_clouds_cover_low,gfs_u_wind,gfs_v_wind,gfs_wind_speed,sun_elevation,weather_datetime,circuit_name,race_datetime
1664667023,756.8904,29.493572,0.70565796,300.59097,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,0.0,1.366667,103.98333,46870,29.0,1664863200,21.728174,-1.971692e-05,1,1.38,0.0,66.0,68.2,58.554325,0.5416667,755.62225,0.017620116,-9999.0,0,21.5,-1.1895556,0.1984204,1.2059906,74.04367,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664674817,756.8904,29.493572,0.70565796,300.59097,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,0.0,1.366667,103.98333,46870,29.0,1664863200,22.249994,1.2705323e-05,1,1.764,0.0,60.0,72.9,60.006454,0.8333333,755.81573,-0.012033448,-9999.0,0,38.4,-0.88349366,-0.5162647,1.0232743,74.04367,2022-10-02 01:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664686827,756.8904,29.493572,0.70565796,300.59097,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,0.0,1.366667,103.98333,46870,29.0,1664863200,22.249994,1.2705323e-05,1,1.764,0.0,60.0,72.9,60.006454,0.8333333,755.81573,-0.012033448,-9999.0,0,38.4,-0.88349366,-0.5162647,1.0232743,74.04367,2022-10-02 05:00:27,Singapore Grand Prix,2022-10-02 12:00:00
1664706017,756.8904,29.493572,-0.39749146,302.81924,302.42175,295.66113,7.0,64.0,1,54.0,0.0,0.0,1.366667,103.98333,46870,29.0,1664863200,22.309351,6.495166e-05,1,1.1,0.0,54.0,73.1,60.3957,0.9166667,755.7081,-0.013398194,-9999.0,0,1.4,0.5572168,0.35931152,0.6630199,74.04367,2022-10-02 10:20:17,Singapore Grand Prix,2022-10-02 12:00:00
1664653217,756.8904,29.493572,-1.4465027,300.59097,299.14447,298.04086,2.5,92.0,1,66.0,0.025596667,0.0,1.35019,103.994,35707,29.0,1664863200,21.728174,-1.971692e-05,1,1.38,0.0,66.0,68.2,58.554325,0.5416667,755.62225,0.017620116,-9999.0,0,21.5,-1.1895556,0.1984204,1.2059906,74.04236,2022-10-01 19:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664667023,756.8904,29.493572,0.70565796,300.59097,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,0.0,1.35019,103.994,35707,29.0,1664863200,21.728174,-1.971692e-05,1,1.38,0.0,66.0,68.2,58.554325,0.5416667,755.62225,0.017620116,-9999.0,0,21.5,-1.1895556,0.1984204,1.2059906,74.04236,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664753427,756.8904,29.493572,-0.3758545,301.5472,301.17136,297.14597,4.25,20.0,1,42.0,0.0,0.0,1.35019,103.994,35707,29.0,1664863200,22.316462,-6.9069824e-06,1,1.34,0.0,42.0,72.0,60.136932,0.5208333,755.6964,0.018812744,-9999.0,0,13.6,-0.9777417,0.37101805,1.0457692,74.04236,2022-10-02 23:30:27,Singapore Grand Prix,2022-10-02 12:00:00
1664661626,756.8904,29.493572,0.70565796,300.59097,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,0.0,1.36042,103.91,35704,29.0,1664863200,21.728174,-1.971692e-05,1,1.38,0.0,66.0,68.2,58.554325,0.5416667,755.62225,0.017620116,-9999.0,0,21.5,-1.1895556,0.1984204,1.2059906,74.110725,2022-10-01 22:00:26,Singapore Grand Prix,2022-10-02 12:00:00
1664686827,756.8904,29.493572,0.70565796,300.59097,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,0.0,1.36042,103.91,35704,29.0,1664863200,22.249994,1.2705323e-05,1,1.764,0.0,60.0,72.9,60.006454,0.8333333,755.81573,-0.012033448,-9999.0,0,38.4,-0.88349366,-0.5162647,1.0232743,74.110725,2022-10-02 05:00:27,Singapore Grand Prix,2022-10-02 12:00:00
1664733629,756.8904,29.493572,-0.39749146,302.81924,302.42175,295.66113,7.0,64.0,1,54.0,0.0,0.0,1.36042,103.91,35704,29.0,1664863200,23.134974,-9.246704e-06,1,1.609,0.0,39.0,77.2,59.735043,0.8541667,757.544,0.0114729,-9999.0,0,25.7,-1.5301635,-2.4749732,2.9097927,74.110725,2022-10-02 18:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664770818,756.8904,29.493572,-0.3758545,301.5472,301.17136,297.14597,4.25,20.0,1,42.0,0.0,0.0,1.36042,103.91,35704,29.0,1664863200,22.20312,4.767102e-05,1,1.808,0.0,36.0,70.1,58.358208,0.35416666,755.70184,0.012351562,-9999.0,0,48.3,0.29470214,0.2788281,0.40570244,74.110725,2022-10-03 04:20:18,Singapore Grand Prix,2022-10-02 12:00:00
1664797217,756.8904,29.493572,-0.009246826,302.50726,302.49802,295.88303,6.5,44.0,1,30.0,0.0,0.0,1.36042,103.91,35704,29.0,1664863200,22.449976,5.4640746e-05,1,2.0679998,0.0,30.0,72.6,61.183582,0.9166667,755.7807,0.007032227,-9999.0,0,33.9,1.5292798,0.9104273,1.7797681,74.110725,2022-10-03 11:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664642417,756.8904,29.493572,-0.038909912,300.97556,300.94962,296.6966,4.0,44.0,1,78.0,0.0,3600.0,1.36042,103.91,35704,29.0,1664866800,21.803339,-8.800049e-07,1,1.9660001,0.0,72.0,69.3,59.12763,0.020833334,755.67596,0.03813159,-9999.0,0,7.8,-1.2303345,0.0030078124,1.2303382,60.124733,2022-10-01 16:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664778620,756.8904,29.493572,-0.009246826,302.50418,302.49802,295.88303,6.5,44.0,1,30.0,0.0,3600.0,1.36042,103.91,35704,29.0,1664866800,22.449976,5.4640746e-05,1,2.0679998,0.0,30.0,72.6,61.183582,0.9166667,755.7807,0.007032227,-9999.0,0,33.9,1.5292798,0.9104273,1.7797681,60.124733,2022-10-03 06:30:20,Singapore Grand Prix,2022-10-02 12:00:00
1664706017,756.8904,29.493572,-0.39749146,302.68674,302.42175,295.66113,7.0,64.0,1,54.0,0.0,3600.0,1.35019,103.994,35707,29.0,1664866800,22.309351,6.495166e-05,1,1.1,0.0,54.0,73.1,60.3957,0.9166667,755.7081,-0.013398194,-9999.0,0,1.4,0.5572168,0.35931152,0.6630199,60.046417,2022-10-02 10:20:17,Singapore Grand Prix,2022-10-02 12:00:00
1664733629,756.8904,29.493572,-0.54748535,302.48676,302.12177,295.91113,6.625,56.0,1,54.0,0.0,3600.0,1.41695,103.868,35706,29.0,1664868300,23.416468,1.6093018e-05,1,1.919,0.0,42.0,69.1,61.74973,3.0208333,753.24817,-0.042187255,27.550013,1,40.6,0.4822583,0.39101806,0.6208608,60.150257,2022-10-02 18:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664626217,756.8904,29.493572,-0.03894043,300.66257,300.6496,297.4466,3.0,56.0,1,78.0,0.0,7200.0,1.41695,103.868,35706,27.0,1664870400,22.403345,-1.48800045e-05,1,1.883,0.0,72.0,67.1,59.630028,0.47916666,753.13184,-0.011868408,27.249994,1,7.4,-1.5103345,-0.42699218,1.5695326,45.52352,2022-10-01 12:10:17,Singapore Grand Prix,2022-10-02 12:00:00
1664647816,756.8904,29.493572,-3.7618408,301.373,298.0291,297.54086,4.125,80.0,1,66.0,0.006194446,7200.0,1.41695,103.868,35706,27.0,1664870400,22.928186,-7.169189e-07,1,1.566,0.0,66.0,64.7,60.173523,1.9375,753.006,-0.033379883,28.450006,1,25.6,-0.32955566,-0.091579586,0.3420435,45.52352,2022-10-01 18:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664691016,756.8904,29.493572,-0.39749146,302.55426,302.42175,295.66113,7.0,64.0,1,54.0,0.0,7200.0,1.35019,103.994,35707,29.0,1664870400,22.309351,6.495166e-05,1,1.1,0.0,54.0,73.1,60.3957,0.9166667,755.7081,-0.013398194,-9999.0,0,1.4,0.5572168,0.35931152,0.6630199,45.41186,2022-10-02 06:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664712029,756.8904,29.493572,-0.39749146,302.55426,302.42175,295.66113,7.0,64.0,1,54.0,0.0,7200.0,1.35019,103.994,35707,29.0,1664870400,22.00622,-1.1358276e-05,1,1.16,0.0,48.0,68.0,57.655293,0.8125,755.5283,0.010874024,-9999.0,0,11.7,-1.8382837,1.2170166,2.2046351,45.41186,2022-10-02 12:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664793621,756.8904,29.493572,-0.009246826,302.5011,302.49802,295.88303,6.5,44.0,1,30.0,0.0,7200.0,1.35019,103.994,35707,29.0,1664870400,22.449976,5.4640746e-05,1,2.0679998,0.0,30.0,72.6,61.183582,0.9166667,755.7807,0.007032227,-9999.0,0,33.9,1.5292798,0.9104273,1.7797681,45.41186,2022-10-03 10:40:21,Singapore Grand Prix,2022-10-02 12:00:00
1664797217,756.8904,29.493572,-0.009246826,302.5011,302.49802,295.88303,6.5,44.0,1,30.0,0.0,7200.0,1.35019,103.994,35707,29.0,1664870400,22.449976,5.4640746e-05,1,2.0679998,0.0,30.0,72.6,61.183582,0.9166667,755.7807,0.007032227,-9999.0,0,33.9,1.5292798,0.9104273,1.7797681,45.41186,2022-10-03 11:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664661626,756.8904,29.493572,0.70565796,301.0614,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,7200.0,1.36042,103.91,35704,29.0,1664870400,21.728174,-1.971692e-05,1,1.38,0.0,66.0,68.2,58.554325,0.5416667,755.62225,0.017620116,-9999.0,0,21.5,-1.1895556,0.1984204,1.2059906,45.492573,2022-10-01 22:00:26,Singapore Grand Prix,2022-10-02 12:00:00
1664667023,756.8904,29.493572,0.70565796,301.0614,301.29663,298.04086,2.5,92.0,1,66.0,0.12680006,7200.0,1.36042,103.91,35704,29.0,1664870400,21.728174,-1.971692e-05,1,1.38,0.0,66.0,68.2,58.554325,0.5416667,755.62225,0.017620116,-9999.0,0,21.5,-1.1895556,0.1984204,1.2059906,45.492573,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664691016,756.8904,29.493572,-1.0298462,302.42175,301.3919,295.74216,6.625,64.0,1,57.0,0.0,0.0,1.366667,103.98333,46870,29.0,1664874000,22.494654,6.1280516e-05,1,1.114,0.0,57.0,73.4,60.761868,0.7291667,754.6402,-0.022604492,-9999.0,0,3.8,1.5060962,0.70369875,1.6623832,30.618853,2022-10-02 06:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664708426,756.8904,29.493572,-1.0298462,302.42175,301.3919,295.74216,6.625,64.0,1,57.0,0.0,0.0,1.366667,103.98333,46870,29.0,1664874000,22.494654,6.1280516e-05,1,1.114,0.0,57.0,73.4,60.761868,0.7291667,754.6402,-0.022604492,-9999.0,0,3.8,1.5060962,0.70369875,1.6623832,30.618853,2022-10-02 11:00:26,Singapore Grand Prix,2022-10-02 12:00:00
1664748029,756.8904,29.493572,-1.1213684,301.17136,300.05,297.02148,3.875,56.0,1,45.0,0.0,0.0,1.366667,103.98333,46870,29.0,1664874000,22.282099,1.5239014e-05,1,1.101,0.0,45.0,69.7,60.51493,1.2916666,754.57556,-0.023377197,-9999.0,0,3.2,-2.5344481,0.08516846,2.5358787,30.618853,2022-10-02 22:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664642417,756.8904,29.493572,-1.6931152,300.94962,299.2565,296.80875,4.0,64.0,1,81.0,0.0,0.0,1.35019,103.994,35707,29.0,1664874000,21.937616,3.3630982e-05,1,1.452,0.0,75.0,67.4,58.324356,0.041666668,754.6439,0.004662842,-9999.0,0,3.5,-2.2843041,-0.21988282,2.2948625,30.61065,2022-10-01 16:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664661626,756.8904,29.493572,-1.0115051,301.29663,300.28513,297.2783,3.875,68.0,1,69.0,0.00013327599,0.0,1.35019,103.994,35707,29.0,1664874000,22.087763,-5.6731446e-05,1,0.90000004,0.0,69.0,68.5,59.61083,0.5208333,754.6486,-0.02484912,-9999.0,0,2.6,-3.686101,0.1568457,3.6894364,30.61065,2022-10-01 22:00:26,Singapore Grand Prix,2022-10-02 12:00:00
1664712029,756.8904,29.493572,-1.0298462,302.42175,301.3919,295.74216,6.625,64.0,1,57.0,0.0,0.0,1.35019,103.994,35707,29.0,1664874000,22.411066,4.007361e-05,1,0.584,0.0,51.0,69.1,59.570854,0.09375,754.4385,-0.004455078,-9999.0,0,5.5,-3.7733495,0.5497168,3.8131819,30.61065,2022-10-02 12:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664748029,756.8904,29.493572,-1.1213684,301.17136,300.05,297.02148,3.875,56.0,1,45.0,0.0,0.0,1.35019,103.994,35707,29.0,1664874000,22.282099,1.5239014e-05,1,1.101,0.0,45.0,69.7,60.51493,1.2916666,754.57556,-0.023377197,-9999.0,0,3.2,-2.5344481,0.08516846,2.5358787,30.61065,2022-10-02 22:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664764219,756.8904,29.493572,-1.1213684,301.17136,300.05,297.02148,3.875,56.0,1,45.0,0.0,0.0,1.35019,103.994,35707,29.0,1664874000,21.950006,1.2633179e-05,1,1.1,0.0,39.0,68.4,58.642994,0.083333336,754.4824,0.0073046875,-9999.0,0,2.9,-0.8567041,-0.12968262,0.8664638,30.61065,2022-10-03 02:30:19,Singapore Grand Prix,2022-10-02 12:00:00
1664733629,756.8904,29.493572,-1.2298584,302.12177,300.8919,295.74216,6.25,68.0,1,57.0,0.0,0.0,1.41695,103.868,35706,27.0,1664874000,22.911066,-8.926391e-06,1,0.932,0.0,51.0,67.7,59.63645,0.47916666,751.90625,-0.05045508,29.450006,1,36.8,-2.0233495,1.4697168,2.500802,30.72576,2022-10-02 18:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664753427,756.8904,29.493572,-1.6713867,300.97137,299.3,297.27148,3.5,56.0,1,45.0,0.0,0.0,1.41695,103.868,35706,27.0,1664874000,23.582117,5.0239014e-05,1,1.933,0.0,45.0,77.9,62.753334,1.625,752.1513,-0.033377197,28.249994,1,58.7,-0.74444824,0.025168456,0.7448736,30.72576,2022-10-02 23:30:27,Singapore Grand Prix,2022-10-02 12:00:00
1664691016,756.8904,29.493572,-1.0298462,302.42175,301.3919,295.74216,6.625,64.0,1,57.0,0.0,0.0,1.36042,103.91,35704,27.0,1664875020,22.494654,6.1280516e-05,1,1.114,0.0,57.0,73.4,60.761868,0.7291667,754.6402,-0.022604492,-9999.0,0,3.8,1.5060962,0.70369875,1.6623832,30.6923,2022-10-02 06:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664764219,756.8904,29.493572,-1.1213684,301.17136,300.05,297.02148,3.875,56.0,1,45.0,0.0,0.0,1.36042,103.91,35704,27.0,1664875020,21.950006,1.2633179e-05,1,1.1,0.0,39.0,68.4,58.642994,0.083333336,754.4824,0.0073046875,-9999.0,0,2.9,-0.8567041,-0.12968262,0.8664638,30.6923,2022-10-03 02:30:19,Singapore Grand Prix,2022-10-02 12:00:00
1664781016,756.8904,29.493572,-1.1174316,302.49802,301.38058,295.61035,6.875,32.0,1,33.0,0.0,0.0,1.36042,103.91,35704,27.0,1664875020,22.344507,8.5808475e-05,1,1.818,0.0,33.0,74.1,61.554188,0.125,754.7884,-0.034244873,-9999.0,0,11.9,-0.7952564,-0.21450439,0.82367766,30.6923,2022-10-03 07:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664661626,756.8904,29.493572,-1.2615051,302.12613,301.28513,297.0283,5.375,48.0,1,69.0,0.0,3600.0,1.41695,103.868,35706,26.0,1664878800,23.387781,-1.1731446e-05,1,1.629,0.0,69.0,72.6,62.329227,1.6458334,752.1044,-0.04184912,29.249964,1,41.4,-1.9361011,0.2768457,1.9557942,15.861625,2022-10-01 22:00:26,Singapore Grand Prix,2022-10-02 12:00:00
1664623821,756.8904,29.493572,-1.6931152,300.38525,299.2565,296.80875,4.0,64.0,1,81.0,0.0,3600.0,1.35019,103.994,35707,26.0,1664879400,22.493525,-5.328247e-06,1,0.242,0.0,81.0,72.1,60.471085,1.4583334,754.7349,5.0048828e-05,-9999.0,0,4.5,2.4122267,1.9397974,3.0954242,15.744744,2022-10-01 11:30:21,Singapore Grand Prix,2022-10-02 12:00:00
1664717420,756.8904,29.493572,-1.0298462,302.07846,301.3919,295.74216,6.625,64.0,1,57.0,0.0,3600.0,1.35019,103.994,35707,26.0,1664879400,22.411066,4.007361e-05,1,0.584,0.0,51.0,69.1,59.570854,0.14583333,754.4385,-0.004455078,-9999.0,0,5.5,-3.7733495,0.5497168,3.8131819,15.744744,2022-10-02 13:30:20,Singapore Grand Prix,2022-10-02 12:00:00
1664793621,756.8904,29.493572,-1.1174316,302.12555,301.38058,295.61035,6.875,32.0,1,33.0,0.0,3600.0,1.35019,103.994,35707,26.0,1664879400,22.344507,8.5808475e-05,1,1.818,0.0,33.0,74.1,61.554188,0.125,754.7884,-0.034244873,-9999.0,0,11.9,-0.7952564,-0.21450439,0.82367766,15.744744,2022-10-03 10:40:21,Singapore Grand Prix,2022-10-02 12:00:00
1664667023,756.8904,29.493572,-1.0115051,300.95947,300.28513,297.2783,3.875,68.0,1,69.0,0.00013327599,3600.0,1.36042,103.91,35704,26.0,1664880000,22.087763,-5.6731446e-05,1,0.90000004,0.0,69.0,68.5,59.61083,0.5208333,754.6486,-0.02484912,-9999.0,0,2.6,-3.686101,0.1568457,3.6894364,15.826846,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664736617,756.8904,29.493572,-1.4972229,300.54907,300.05,297.14597,4.25,20.0,1,42.0,0.0,14400.0,1.36042,103.91,35704,26.0,1664880000,22.282099,1.5239014e-05,1,1.101,0.0,45.0,69.7,60.51493,1.2916666,754.57556,-0.023377197,-9999.0,0,3.2,-2.5344481,0.08516846,2.5358787,15.826846,2022-10-02 18:50:17,Singapore Grand Prix,2022-10-02 12:00:00
1664781016,756.8904,29.493572,-1.1174316,302.12555,301.38058,295.61035,6.875,32.0,1,33.0,0.0,3600.0,1.36042,103.91,35704,26.0,1664880000,22.344507,8.5808475e-05,1,1.818,0.0,33.0,74.1,61.554188,0.125,754.7884,-0.034244873,-9999.0,0,11.9,-0.7952564,-0.21450439,0.82367766,15.826846,2022-10-03 07:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664748029,756.8904,29.493572,-1.6713867,299.85712,299.3,297.27148,3.5,56.0,1,45.0,0.0,7200.0,1.41695,103.868,35706,26.0,1664881200,23.582117,5.0239014e-05,1,1.933,0.0,45.0,77.9,62.753334,1.625,752.1513,-0.033377197,28.249994,1,58.7,-0.74444824,0.025168456,0.7448736,0.9676484,2022-10-02 22:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664708426,756.8904,29.493572,-1.0298462,301.7352,301.3919,295.74216,6.625,64.0,1,57.0,0.0,7200.0,1.36042,103.91,35704,26.0,1664881200,22.494654,6.1280516e-05,1,1.114,0.0,57.0,73.4,60.761868,0.7291667,754.6402,-0.022604492,-9999.0,0,3.8,1.5060962,0.70369875,1.6623832,0.93220365,2022-10-02 11:00:26,Singapore Grand Prix,2022-10-02 12:00:00
1664642417,756.8904,29.493572,-1.6931152,299.82086,299.2565,296.80875,4.0,64.0,1,81.0,0.0,7200.0,1.35019,103.994,35707,26.0,1664883000,21.937616,3.3630982e-05,1,1.452,0.0,75.0,67.4,58.324356,0.041666668,754.6439,0.004662842,-9999.0,0,3.5,-2.2843041,-0.21988282,2.2948625,0.8498872,2022-10-01 16:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664694031,756.8904,29.493572,-1.0298462,301.7352,301.3919,295.74216,6.625,64.0,1,57.0,0.0,7200.0,1.35019,103.994,35707,26.0,1664883000,22.494654,6.1280516e-05,1,1.114,0.0,57.0,73.4,60.761868,0.9375,754.6402,-0.022604492,-9999.0,0,3.8,1.5060962,0.70369875,1.6623832,0.8498872,2022-10-02 07:00:31,Singapore Grand Prix,2022-10-02 12:00:00
1664642417,756.59845,27.84357,-1.0126648,299.2565,298.24384,296.83362,2.25,68.0,1,84.0,0.0,0.0,1.35019,103.994,35707,26.0,1664884800,22.925928,4.397058e-05,1,0.95000005,0.0,78.0,72.8,60.346336,0.14583333,756.4738,-0.029874023,-9999.0,0,1.9,-5.310227,-1.1895971,5.4418426,-14.05631,2022-10-01 16:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664686827,756.59845,27.84357,-0.7873535,300.28513,299.49777,297.51968,2.625,88.0,1,72.0,0.0010499954,0.0,1.35019,103.994,35707,26.0,1664884800,22.9667,-5.146753e-05,1,1.392,0.0,66.0,76.8,60.66624,0.35416666,756.50366,-0.017689697,-9999.0,0,4.0,-3.0507226,-1.7205542,3.5024586,-14.05631,2022-10-02 05:00:27,Singapore Grand Prix,2022-10-02 12:00:00
1664701230,756.59845,27.84357,-1.0648499,301.3919,300.32706,296.04413,5.125,20.0,1,60.0,0.0,0.0,1.35019,103.994,35707,26.0,1664884800,22.550013,7.842468e-05,1,0.878,0.0,60.0,72.9,60.83656,1.1458334,756.42017,-0.05246704,-9999.0,0,5.0,-1.8297998,-0.3298462,1.8592917,-14.05631,2022-10-02 09:00:30,Singapore Grand Prix,2022-10-02 12:00:00
1664753427,756.59845,27.84357,-0.26504517,300.05,299.78494,296.86066,3.0,80.0,1,48.0,8.265178e-06,0.0,1.35019,103.994,35707,26.0,1664884800,23.35,5.2750733e-05,1,1.46,0.0,48.0,78.3,61.616882,1.375,756.3649,-0.012833008,-9999.0,0,7.6,-4.589314,-0.4841919,4.6147857,-14.05631,2022-10-02 23:30:27,Singapore Grand Prix,2022-10-02 12:00:00
1664717420,756.59845,27.84357,-1.0648499,301.3919,300.32706,296.04413,5.125,20.0,1,60.0,0.0,0.0,1.36042,103.91,35704,26.0,1664884800,22.970942,3.3501587e-05,1,0.336,0.0,54.0,73.4,60.322094,0.041666668,756.0081,0.016265381,-9999.0,0,2.7,-4.786504,0.09182129,4.7873845,-13.973937,2022-10-02 13:30:20,Singapore Grand Prix,2022-10-02 12:00:00
1664727618,756.59845,27.84357,-1.0648499,301.3919,300.32706,296.04413,5.125,20.0,1,60.0,0.0,0.0,1.36042,103.91,35704,26.0,1664884800,22.970942,3.3501587e-05,1,0.336,0.0,54.0,73.4,60.322094,0.041666668,756.0081,0.016265381,-9999.0,0,2.7,-4.786504,0.09182129,4.7873845,-13.973937,2022-10-02 16:20:18,Singapore Grand Prix,2022-10-02 12:00:00
1664753427,756.59845,27.84357,-0.26504517,300.05,299.78494,296.86066,3.0,80.0,1,48.0,8.265178e-06,0.0,1.36042,103.91,35704,26.0,1664884800,23.35,5.2750733e-05,1,1.46,0.0,48.0,78.3,61.616882,1.375,756.3649,-0.012833008,-9999.0,0,7.6,-4.589314,-0.4841919,4.6147857,-13.973937,2022-10-02 23:30:27,Singapore Grand Prix,2022-10-02 12:00:00
1664776829,756.59845,27.84357,-2.2623596,301.3761,300.2449,295.88303,6.5,44.0,1,30.0,0.0,21600.0,1.366667,103.98333,46870,27.0,1664884800,22.672205,4.3016113e-05,1,1.9169999,0.0,36.0,75.7,59.43057,0.7708333,756.1558,0.039723877,-9999.0,0,30.1,-1.8880103,0.23827149,1.902986,-14.04749,2022-10-03 06:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664719816,756.59845,27.84357,-1.0648499,301.03696,300.32706,296.04413,5.125,20.0,1,60.0,0.0,3600.0,1.35019,103.994,35707,27.0,1664888400,22.970942,3.3501587e-05,1,0.336,0.0,54.0,73.4,60.322094,0.041666668,756.0081,0.016265381,-9999.0,0,2.7,-4.786504,0.09182129,4.7873845,-28.960722,2022-10-02 14:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664778620,756.59845,27.84357,-0.70425415,301.14584,300.67633,295.89954,5.375,64.0,1,36.0,0.0,3600.0,1.35019,103.994,35707,27.0,1664888400,22.672205,4.3016113e-05,1,1.9169999,0.0,36.0,75.7,59.43057,0.0,756.1558,0.039723877,-9999.0,0,30.1,-1.8880103,0.23827149,1.902986,-28.960722,2022-10-03 06:30:20,Singapore Grand Prix,2022-10-02 12:00:00
1664642417,756.59845,27.84357,-1.0126648,298.91895,298.24384,296.83362,2.25,68.0,1,84.0,0.0,3600.0,1.36042,103.91,35704,26.0,1664888400,22.925928,4.397058e-05,1,0.95000005,0.0,78.0,72.8,60.346336,0.14583333,756.4738,-0.029874023,-9999.0,0,1.9,-5.310227,-1.1895971,5.4418426,-28.878452,2022-10-01 16:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664655017,756.59845,27.84357,-1.0932007,299.7407,299.49777,298.04086,2.5,92.0,1,66.0,0.04266111,25200.0,1.36042,103.91,35704,26.0,1664888400,22.749994,4.7319212e-05,1,1.02,0.0,72.0,73.0,60.583885,0.0625,756.5257,-0.012867432,-9999.0,0,1.6,-4.098027,-0.9297998,4.2021847,-28.878452,2022-10-01 20:10:17,Singapore Grand Prix,2022-10-02 12:00:00
1664736617,756.59845,27.84357,-0.26504517,299.96164,299.78494,296.86066,3.0,80.0,1,48.0,8.265178e-06,3600.0,1.36042,103.91,35704,26.0,1664888400,23.35,5.2750733e-05,1,1.46,0.0,48.0,78.3,61.616882,1.375,756.3649,-0.012833008,-9999.0,0,7.6,-4.589314,-0.4841919,4.6147857,-28.878452,2022-10-02 18:50:17,Singapore Grand Prix,2022-10-02 12:00:00
1664776829,756.59845,27.84357,-2.2623596,301.18756,300.2449,295.88303,6.5,44.0,1,30.0,0.0,25200.0,1.36042,103.91,35704,26.0,1664888400,22.672205,4.3016113e-05,1,1.9169999,0.0,36.0,75.7,59.43057,0.7708333,756.1558,0.039723877,-9999.0,0,30.1,-1.8880103,0.23827149,1.902986,-28.878452,2022-10-03 06:00:29,Singapore Grand Prix,2022-10-02 12:00:00
1664642417,756.59845,27.84357,-1.2626648,298.3356,297.49384,297.08362,1.5,68.0,1,84.0,0.0,3600.0,1.41695,103.868,35706,26.0,1664888400,23.12594,-6.002942e-05,1,1.327,0.0,78.0,87.6,60.43754,0.020833334,754.0976,0.0011259766,27.749994,1,14.9,-2.450227,-1.2895972,2.7688758,-28.843126,2022-10-01 16:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664674817,756.59845,27.84357,-1.6873474,300.7227,299.59778,297.01968,4.125,88.0,1,72.0,0.0,3600.0,1.41695,103.868,35706,26.0,1664888400,23.4667,-5.346753e-05,1,2.021,0.0,66.0,88.3,61.560642,0.16666667,754.07947,0.014310303,27.649988,1,51.1,-2.3407226,-0.6005542,2.4165363,-28.843126,2022-10-02 01:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664753427,756.59845,27.84357,-0.26504517,299.8733,299.78494,296.86066,3.0,80.0,1,48.0,8.265178e-06,7200.0,1.36042,103.91,35704,26.0,1664892000,23.35,5.2750733e-05,1,1.46,0.0,48.0,78.3,61.616882,1.375,756.3649,-0.012833008,-9999.0,0,7.6,-4.589314,-0.4841919,4.6147857,-43.76424,2022-10-02 23:30:27,Singapore Grand Prix,2022-10-02 12:00:00
